area,location,number_rooms,price_per_meter,url
"26,60 m²","Wrocław, dolnośląskie",1 pokój,10 489 zł/m²,https://www.otodom.pl/oferta/okazja-kawalerka-klima-ok-grabiszynska-ID44UPn.html#1dc5a9f862
"19,80 m²","Wrocław, dolnośląskie",1 pokój,12 071 zł/m²,https://www.otodom.pl/oferta/kawalerka-ogrod-botaniczny-lux-ID44UPl.html#1dc5a9f862
"56,90 m²","Wrocław, dolnośląskie",3 pokoje,7 118 zł/m²,https://www.otodom.pl/oferta/apartament-3-pokoje-garaz-komorka-ID44UPj.html#1dc5a9f862
"47,90 m²","Wrocław, dolnośląskie",3 pokoje,8 330 zł/m²,https://www.otodom.pl/oferta/perelka-apartament-ok-grabiszynska-lubuska-ID44UPh.html#1dc5a9f862
"50,90 m²","Wrocław, dolnośląskie",2 pokoje,7 367 zł/m²,https://www.otodom.pl/oferta/perelka-nowy-dwor-50m2-balkon-ogrod-perelka-ID44UPe.html#1dc5a9f862
45 m²,"Wrocław, dolnośląskie",2 pokoje,8 200 zł/m²,https://www.otodom.pl/oferta/grabiszyn-ok-grabiszynaksa-50mkw-rozklad-ID44UPa.html#1dc5a9f862
60 m²,"Wrocław, Psie Pole",3 pokoje,5 117 zł/m²,https://www.otodom.pl/oferta/apartament-w-domu-jednorodzinnym-balkon-parking-ID3WIOU.html#1dc5a9f862
295 m²,"Wrocław, Fabryczna, Stabłowice",6 pokoi,działka 890 m²,https://www.otodom.pl/oferta/nowoczesny-dom-na-stablowicach-ID43H76.html#784b402643
"42,15 m²","Wrocław, Krzyki",2 pokoje,8 304 zł/m²,https://www.otodom.pl/oferta/2pok-po-remoncie-na-krzykach-blisko-ue-ID44B7c.html#784b402643
"53,60 m²","Wrocław, Fabryczna, Grabiszyn",3 pokoje,8 125 zł/m²,https://www.otodom.pl/oferta/3-pokoje-na-raclawickiej-ID44yKL.html#784b402643
160 m²,"Wrocław, Krzyki",5 pokoi,działka 490 m²,https://www.otodom.pl/oferta/sprzedam-dom-blizniak-wroclaw-krzyki-gaj-ID44dGY.html#784b402643
84 m²,"Wrocław, Śródmieście, Ołbin",4 pokoje,7 131 zł/m²,https://www.otodom.pl/oferta/centrum-zeromskiego-4-pokoje-kuchnia-winda-eng-ID44OJF.html#784b402643
276 m²,"Wrocław, dolnośląskie",5 pokoi,działka 1 740 m²,https://www.otodom.pl/oferta/lux-dom-z-kpl-wypos-piekny-ogrod-pompa-ciepla-ID44ujx.html#784b402643
40 m²,"Wrocław, Psie Pole, Zakrzów",2 pokoje,8 000 zł/m²,https://www.otodom.pl/oferta/29-02-dni-otwarte-musisz-tu-byc-2-pokoje-40m2-ID44KNI.html#784b402643
"73,28 m²","Wrocław, Psie Pole",4 pokoje,5 172 zł/m²,https://www.otodom.pl/oferta/apartament-w-domu-jednorodzinnym-z-ogrodkiem-garaz-ID3WHus.html#784b402643
51 m²,"Wrocław, dolnośląskie",3 pokoje,7 549 zł/m²,https://www.otodom.pl/oferta/mieszkanie-51-m-wroclaw-ID44UOI.html#784b402643
300 m²,"Wrocław, dolnośląskie",6 pokoi,działka 828 m²,https://www.otodom.pl/oferta/elegancki-parterowy-z-2017r-kpl-wyposazony-ID44OJY.html#784b402643
37 m²,"Wrocław, Fabryczna",2 pokoje,8 081 zł/m²,https://www.otodom.pl/oferta/mieszkanie-37-m2-2-pokoje-winda-do-zamieszkania-ID44D4G.html#784b402643
46 m²,"Wrocław, Krzyki, Huby",2 pokoje,7 804 zł/m²,https://www.otodom.pl/oferta/mieszkanie-46-m-wroclaw-ID44UOq.html#784b402643
"95,62 m²","Wrocław, Fabryczna, Grabiszyn",3 pokoje,8 053 zł/m²,https://www.otodom.pl/oferta/oferta-bezposredniaduze-mieszkanie-w-kamienicy-ID44uE7.html#784b402643
"54,50 m²","Wrocław, Psie Pole, Różanka",3 pokoje,7 872 zł/m²,https://www.otodom.pl/oferta/rewelacyjne-mieszkanie-okazja-ID44UO8.html#784b402643
"38,26 m²","Wrocław, Śródmieście, Centrum",2 pokoje,11 800 zł/m²,https://www.otodom.pl/oferta/2-pokoje-1-5km-do-rynku-klucze-2020r-ID44NgM.html#784b402643
"51,64 m²","Wrocław, Krzyki, Klecina",3 pokoje,8 750 zł/m²,https://www.otodom.pl/oferta/3pokoje-krzyki-niska-zabudowa-ID44Pc7.html#784b402643
"41,15 m²","Wrocław, Fabryczna",2 pokoje,10 290 zł/m²,https://www.otodom.pl/oferta/krzyki-grabiszyn-idealne-2-pokoje-odbior-kluczy-ID44NgN.html#784b402643
"56,52 m²","Wrocław, Śródmieście, Centrum",3 pokoje,9 200 zł/m²,https://www.otodom.pl/oferta/3-pokoje-1-5km-do-rynku-klucze-2020r-ID44O4Y.html#784b402643
"47,68 m²","Wrocław, Krzyki, Jagodno",2 pokoje,7 769 zł/m²,https://www.otodom.pl/oferta/2pokoje-gotowe-klucze-do-odbioru-krzyki-jagodno-ID44Pc6.html#784b402643
"70,42 m²","Wrocław, Fabryczna, Grabiszyn",3 pokoje,8 500 zł/m²,https://www.otodom.pl/oferta/3pokoje-wyjatkowa-inwestycja-centrum-ID44Qr1.html#784b402643
46 m²,"Wrocław, Stare Miasto",2 pokoje,10 413 zł/m²,https://www.otodom.pl/oferta/kepa-staromiejska-2011r-rozklad-narozny-balkon-ID44UO0.html#784b402643
47 m²,"Wrocław, Krzyki, Borek",3 pokoje,9 787 zł/m²,https://www.otodom.pl/oferta/przytulne-3pok-powstancow-slaskich-bezposredno-ID44D2N.html#784b402643
"86,65 m²","Wrocław, Psie Pole, Widawa",3 pokoje,6 430 zł/m²,https://www.otodom.pl/oferta/3-pokoje-widok-na-park-pokoj-letni-ogrodek-ID41LBr.html#784b402643
114 m²,"Wrocław, Fabryczna",6 pokoi,6 833 zł/m²,https://www.otodom.pl/oferta/inwestycja-roi-9-4-6100-zl-zysku-na-miesiac-ID44zOl.html#784b402643
"51,70 m²","Wrocław, Fabryczna, Kozanów",3 pokoje,7 350 zł/m²,https://www.otodom.pl/oferta/3-pok-rozklad-taras-wysoki-parter-ID44UMG.html#784b402643
59 m²,"Wrocław, Krzyki, Borek",3 pokoje,6 763 zł/m²,https://www.otodom.pl/oferta/ok-sztabowej-ID44ULh.html#784b402643
40 m²,"Wrocław, Psie Pole, Kleczków",2 pokoje,11 000 zł/m²,https://www.otodom.pl/oferta/okolice-ul-zakladowej-nowe2016-winda-balkon-ID44UKO.html#784b402643
52 m²,"Wrocław, Krzyki",2 pokoje,6 731 zł/m²,https://www.otodom.pl/oferta/okolice-ul-pradzynskiego-od-zaraz-ID44UKE.html#784b402643
"46,94 m²","Wrocław, Krzyki, Księże Małe",2 pokoje,8 948 zł/m²,https://www.otodom.pl/oferta/2-pokoje-swietna-lokalizacja-park-garaz-rozklad-ID44HzB.html#784b402643
"47,50 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,6 926 zł/m²,https://www.otodom.pl/oferta/nowe-gotowe-do-odbioru-2-pokojowe-bez-pcc-ID447L6.html#784b402643
45 m²,"Wrocław, Fabryczna",2 pokoje,7 978 zł/m²,https://www.otodom.pl/oferta/nowe-wykonczone-2-pokojowe-mieszkanie-bez-pcc-ID44KFr.html#784b402643
"63,30 m²","Wrocław, dolnośląskie",3 pokoje,8 373 zł/m²,https://www.otodom.pl/oferta/63-m-kw-3pokoje-balkon-boczna-kruczej-ID44CWm.html#784b402643
"36,52 m²","Wrocław, dolnośląskie",2 pokoje,8 490 zł/m²,https://www.otodom.pl/oferta/dwustronne-2-pok-z-dwoma-tarasami-i-kuchnia-krzyki-ID44Ksi.html#784b402643
"39,01 m²","Wrocław, Fabryczna, Muchobór Wielki",2 pokoje,7 000 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-duzym-ogrodem-zielone-miasto-ID40HnU.html#784b402643
51 m²,"Wrocław, Fabryczna",3 pokoje,6 567 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-ogrodem-garazem-i-komorka-maslice-ID44UHN.html#784b402643
62 m²,"Wrocław, Fabryczna, Oporów",3 pokoje,6 823 zł/m²,https://www.otodom.pl/oferta/nowe-mieszkanie-3-pokojowe-na-oporowie-62m2-ID425WR.html#784b402643
"133,50 m²","Wrocław, Fabryczna",5 pokoi,działka 350 m²,https://www.otodom.pl/oferta/lesnica-wroclaw-blizniacza-bezposrednio-ID2Cs1q.html#784b402643
"47,54 m²","Wrocław, Fabryczna, Muchobór Wielki",3 pokoje,6 950 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-z-duzym-ogrodem-zielone-miasto-ID40Ho9.html#784b402643
139 m²,"Wrocław, Psie Pole, Kowale",5 pokoi,działka 252 m²,https://www.otodom.pl/oferta/kowale-zabudowa-blizniacza-tramwaj-6-i-23-ID3J1gQ.html#784b402643
"37,50 m²","Wrocław, Fabryczna, Muchobór Wielki",2 pokoje,7 050 zł/m²,https://www.otodom.pl/oferta/mieszkanie-37-50-m-wroclaw-ID44qU9.html#784b402643
139 m²,"Wrocław, Psie Pole, Kowale",5 pokoi,działka 257 m²,https://www.otodom.pl/oferta/kowale-zabudowa-blizniacza-tramwaj-6-i-23-ID44xOY.html#784b402643
55 m²,"Wrocław, Fabryczna, Leśnica",3 pokoje,7 000 zł/m²,https://www.otodom.pl/oferta/mieszkanie-lesnica-55-m2-3-pokoje-ID44Gyi.html#784b402643
"78,20 m²","Wrocław, Fabryczna, Muchobór Wielki",4 pokoje,6 850 zł/m²,https://www.otodom.pl/oferta/przestronne-mieszkanie-4-pokojowe-zielone-miasto-ID44qUo.html#784b402643
"154,85 m²","Wrocław, dolnośląskie",5 pokoi,działka 370 m²,https://www.otodom.pl/oferta/stablowicka-okolice-duze-ogrody-ID44gxK.html#784b402643
49 m²,"Wrocław, Stare Miasto",2 pokoje,9 898 zł/m²,https://www.otodom.pl/oferta/super-ofertra-ulica-zdrowa-apartament-z-garazem-ID44UG8.html#784b402643
"54,19 m²","Wrocław, Fabryczna, Stabłowice",3 pokoje,8 101 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-z-ogrodkiem-stablowice-ID44UG0.html#784b402643
67 m²,"Wrocław, Stare Miasto, Szczepin",3 pokoje,11 179 zł/m²,https://www.otodom.pl/oferta/okolice-niedzwiedziej-balkon-2019-lux-ID44UEw.html#784b402643
67 m²,"Wrocław, Krzyki, Huby",3 pokoje,11 179 zł/m²,https://www.otodom.pl/oferta/sprzedam-lokal-huby-30-m2-klimatyzacja-ID44UE2.html#784b402643
51 m²,"Wrocław, Fabryczna",3 pokoje,10 000 zł/m²,https://www.otodom.pl/oferta/mieszkanie-do-wprowadzenia-3-pokojowe-nowe-ID44Ule.html#784b402643
"39,10 m²","Wrocław, Fabryczna, Maślice",2 pokoje,8 772 zł/m²,https://www.otodom.pl/oferta/sprzedam-2-pokojowe-mieszkanie-39-m2-maslice-ID44UDV.html#784b402643
"49,89 m²","Wrocław, dolnośląskie",3 pokoje,5 600 zł/m²,https://www.otodom.pl/oferta/dobrzykowice-3-pokoje-nowe-osiedle-winda-bezpcc-ID43pb3.html#784b402643
64 m²,"Wrocław, Krzyki, Ołtaszyn",2 pokoje,7 859 zł/m²,https://www.otodom.pl/oferta/okolice-maczka-taras-lux-2010-ID44UDp.html#784b402643
"46,70 m²","Wrocław, Fabryczna, Grabiszynek",3 pokoje,8 994 zł/m²,https://www.otodom.pl/oferta/trzypokojowe-z-widokiem-na-park-ID44UD6.html#784b402643
60 m²,"Wrocław, Śródmieście",4 pokoje,10 483 zł/m²,https://www.otodom.pl/oferta/dla-inwestora-4-mikro-ID44UD3.html#784b402643
"82,75 m²","Wrocław, Krzyki, Tarnogaj",4 pokoje,8 931 zł/m²,https://www.otodom.pl/oferta/okolice-pieknej-balkon-winda-ID44UBz.html#784b402643
51 m²,"Wrocław, Krzyki",3 pokoje,7 549 zł/m²,https://www.otodom.pl/oferta/komandorska-blisko-centrum-ID44UAh.html#784b402643
"16,97 m²","Wrocław, Fabryczna",1 pokój,8 780 zł/m²,https://www.otodom.pl/oferta/apartamenty-hotelowe-ID44UAA.html#784b402643
"62,61 m²","Wrocław, dolnośląskie",3 pokoje,6 476 zł/m²,https://www.otodom.pl/oferta/3-pokoje-2-stronne-zielone-maslice-ID44UAy.html#784b402643
45 m²,"Wrocław, Krzyki, Gaj",2 pokoje,7 778 zł/m²,https://www.otodom.pl/oferta/mieszkanie-45-m-wroclaw-ID44NLy.html#784b402643
"49,40 m²","Wrocław, Krzyki",2 pokoje,7 990 zł/m²,https://www.otodom.pl/oferta/mieszkanie-49-40-m-wroclaw-ID43SAQ.html#784b402643
"51,60 m²","Wrocław, Krzyki, Borek",2 pokoje,8 314 zł/m²,https://www.otodom.pl/oferta/rozkladowe-po-remoencie-atrakcyjna-lokalizacja-ID44zaR.html#784b402643
47 m²,"Wrocław, Krzyki",3 pokoje,9 574 zł/m²,https://www.otodom.pl/oferta/mieszkanie-47-m-wroclaw-ID44Mzz.html#784b402643
48 m²,"Wrocław, Krzyki",3 pokoje,9 563 zł/m²,https://www.otodom.pl/oferta/mieszkanie-48-m-wroclaw-ID44oYg.html#784b402643
39 m²,"Wrocław, Krzyki, Jagodno",2 pokoje,11 000 zł/m²,https://www.otodom.pl/oferta/mieszkanie-39-m-wroclaw-ID44T5X.html#784b402643
52 m²,"Wrocław, Krzyki, Jagodno",3 pokoje,8 846 zł/m²,https://www.otodom.pl/oferta/mieszkanie-52-m-wroclaw-ID44Ix3.html#784b402643
64 m²,"Wrocław, Krzyki, Ołtaszyn",2 pokoje,7 950 zł/m²,https://www.otodom.pl/oferta/mieszkanie-64-m-wroclaw-ID44QIs.html#784b402643
"51,22 m²","Wrocław, Krzyki, Gaj",3 pokoje,9 600 zł/m²,https://www.otodom.pl/oferta/nowosc-ID43Y4l.html#784b402643
"42,13 m²","Wrocław, Krzyki, Gaj",2 pokoje,9 900 zł/m²,https://www.otodom.pl/oferta/nowosc-ID43Y4m.html#784b402643
"31,81 m²","Wrocław, Krzyki, Gaj",2 pokoje,9 500 zł/m²,https://www.otodom.pl/oferta/nowosc-ID43Y4g.html#784b402643
"32,05 m²","Wrocław, Krzyki, Gaj",2 pokoje,10 500 zł/m²,https://www.otodom.pl/oferta/nowosc-ID43Y4i.html#784b402643
"57,69 m²","Wrocław, Krzyki, Gaj",3 pokoje,8 100 zł/m²,https://www.otodom.pl/oferta/nowosc-ID43Y4j.html#784b402643
87 m²,"Wrocław, Stare Miasto",3 pokoje,12 057 zł/m²,https://www.otodom.pl/oferta/mieszkanie-87m2-ul-ruska-wroclaw-ID3ALfJ.html#784b402643
39 m²,"Wrocław, Psie Pole",2 pokoje,7 690 zł/m²,https://www.otodom.pl/oferta/mieszkanie-39-m-wroclaw-ID44QLy.html#784b402643
"77,70 m²","Wrocław, Psie Pole",4 pokoje,5 100 zł/m²,https://www.otodom.pl/oferta/mieszkanie-77-70-m-wroclaw-ID3XMJy.html#784b402643
"86,40 m²","Wrocław, Psie Pole",3 pokoje,5 400 zł/m²,https://www.otodom.pl/oferta/mieszkanie-86-40-m-wroclaw-ID3XMJC.html#784b402643
"57,28 m²","Wrocław, Stare Miasto, Szczepin",3 pokoje,9 200 zł/m²,https://www.otodom.pl/oferta/apartament-nad-rzeka-3-pokoje-super-lokalizacja-ID44MOP.html#f6e405ac9d
"50,50 m²","Wrocław, Psie Pole",2 pokoje,6 693 zł/m²,https://www.otodom.pl/oferta/2-pokojowe-rozkladowe-nowe-budownictwo-balkon-ID44hpl.html#f6e405ac9d
"62,12 m²","Wrocław, Krzyki",3 pokoje,9 643 zł/m²,https://www.otodom.pl/oferta/nowe-budownictwo-centrum-wroclawia-3-pokoje-ID43X0e.html#f6e405ac9d
"64,50 m²","Wrocław, Psie Pole",4 pokoje,6 124 zł/m²,https://www.otodom.pl/oferta/mieszkanie-64-50-m-wroclaw-ID43g2s.html#f6e405ac9d
"112,85 m²","Wrocław, Psie Pole",5 pokoi,5 272 zł/m²,https://www.otodom.pl/oferta/mieszkanie-112-85-m-wroclaw-ID43g2t.html#f6e405ac9d
"50,16 m²","Wrocław, Krzyki, Jagodno",2 pokoje,6 890 zł/m²,https://www.otodom.pl/oferta/pelny-rozklad2-pokkrzyki-jagodno-dostepne-ID44Ub4.html#f6e405ac9d
"26,92 m²","Wrocław, Rynek",1 pokój,9 700 zł/m²,https://www.otodom.pl/oferta/kawalerkamozliwe-2-pok-centrum15-min-do-rynku-ID44U9F.html#f6e405ac9d
"49,38 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,6 890 zł/m²,https://www.otodom.pl/oferta/rozklad2-pok-kuchniagotowe-09-2020sloneczne-ID44U1W.html#f6e405ac9d
"61,60 m²","Wrocław, Krzyki, Tarnogaj",3 pokoje,8 990 zł/m²,https://www.otodom.pl/oferta/gotowe-06-20203-pokkrzykijedno-z-ostatnich-ID44TXk.html#f6e405ac9d
"58,75 m²","Wrocław, Fabryczna, Stabłowice",3 pokoje,6 890 zł/m²,https://www.otodom.pl/oferta/3-pok-gotowe-w-tym-rokufabryczna6-890-za-mkw-ID44TYm.html#f6e405ac9d
"53,27 m²","Wrocław, Krzyki, Tarnogaj",3 pokoje,8 990 zł/m²,https://www.otodom.pl/oferta/ostatnie-mieszkania3-pok-balkongotowe-do-06-2020-ID44TVc.html#f6e405ac9d
"58,37 m²","Wrocław, Psie Pole",3 pokoje,7 350 zł/m²,https://www.otodom.pl/oferta/dwustronne3pokmozliwy-pelny-rozklad-mpkdostepne-ID44TSP.html#f6e405ac9d
"57,54 m²","Wrocław, Psie Pole",3 pokoje,7 350 zł/m²,https://www.otodom.pl/oferta/kameralna-inwestycja3-pokojeliczne-polaczeni-mpk-ID44TQj.html#f6e405ac9d
"52,17 m²","Wrocław, Psie Pole",3 pokoje,6 600 zł/m²,https://www.otodom.pl/oferta/3-pokojemozliwy-pelny-rozklad-6-600-za-mkw-ID44Tdy.html#f6e405ac9d
"40,90 m²","Wrocław, Psie Pole",2 pokoje,7 579 zł/m²,https://www.otodom.pl/oferta/2-pokniedrogiegotowe-w-tym-rokusprawdz-sam-ID44Ta8.html#f6e405ac9d
"52,40 m²","Wrocław, Fabryczna, Maślice",2 pokoje,7 996 zł/m²,https://www.otodom.pl/oferta/stylowe-2-pokojowe-z-ogrodkiem-ID44UzU.html#f6e405ac9d
"41,50 m²","Wrocław, Psie Pole, Różanka",2 pokoje,8 795 zł/m²,https://www.otodom.pl/oferta/nowe-mieszkanie-42-m2-dwa-pokoje-na-karlowicach-ro-ID43NZy.html#f6e405ac9d
39 m²,"Wrocław, Fabryczna, Muchobór Wielki",2 pokoje,8 949 zł/m²,https://www.otodom.pl/oferta/mieszkanie-39-m2-dwa-pokoje-okolice-factory-nisko-ID43Pov.html#f6e405ac9d
39 m²,"Wrocław, dolnośląskie",2 pokoje,8 949 zł/m²,https://www.otodom.pl/oferta/budynek-400-m2-okolice-sky-tower-wrzuc-w-koszty-ID43UoP.html#f6e405ac9d
220 m²,"Wrocław, Psie Pole, Osobowice",8 pokoi,działka 400 m²,https://www.otodom.pl/oferta/dom-220-m2-na-osobowicach-podzielony-na-3-mieszkan-ID44ayy.html#f6e405ac9d
150 m²,"Wrocław, Fabryczna, Muchobór Mały",6 pokoi,działka 484 m²,https://www.otodom.pl/oferta/dom-150-m-wroclaw-ID417wZ.html#f6e405ac9d
450 m²,"Wrocław, Fabryczna",>10 pokoi,działka 500 m²,https://www.otodom.pl/oferta/dom-z-3-oddzielnymi-mieszkaniami-ID44eMe.html#f6e405ac9d
84 m²,"Wrocław, Fabryczna, Gądów Mały",4 pokoje,6 655 zł/m²,https://www.otodom.pl/oferta/mieszkanie-4-pokoje-84-m2-okolice-magnoli-ID44uRO.html#f6e405ac9d
78 m²,"Wrocław, Krzyki, Gaj",2 pokoje,7 436 zł/m²,https://www.otodom.pl/oferta/przestronny-wysoki-umeblowany-apartament-78-m2-2-ID44A1u.html#f6e405ac9d
49 m²,"Wrocław, Stare Miasto",2 pokoje,6 531 zł/m²,https://www.otodom.pl/oferta/mieszkanie-wroclaw-stare-miasto-ID44LUK.html#f6e405ac9d
38 m²,"Wrocław, Rynek",2 pokoje,9 632 zł/m²,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-37-m2-przy-uniw-ekonomicznym-ID44SIK.html#f6e405ac9d
169 m²,"Wrocław, Fabryczna",5 pokoi,działka 297 m²,https://www.otodom.pl/oferta/kameralne-marszowice-ID44uBC.html#f6e405ac9d
"51,14 m²","Wrocław, Fabryczna",3 pokoje,7 121 zł/m²,https://www.otodom.pl/oferta/mieszkanie-51-14-m-wroclaw-ID44Uyl.html#f6e405ac9d
"46,58 m²","Wrocław, Krzyki",3 pokoje,7 000 zł/m²,https://www.otodom.pl/oferta/mieszkanie-46-58-m-wroclaw-ID44Uyg.html#f6e405ac9d
"46,59 m²","Wrocław, Krzyki",3 pokoje,6 998 zł/m²,https://www.otodom.pl/oferta/mieszkanie-46-59-m-wroclaw-ID44Uyf.html#f6e405ac9d
"27,92 m²","Wrocław, Śródmieście",1 pokój,9 987 zł/m²,https://www.otodom.pl/oferta/mieszkanie-27-92-m-wroclaw-ID44Uye.html#f6e405ac9d
"32,75 m²","Wrocław, Śródmieście",1 pokój,9 985 zł/m²,https://www.otodom.pl/oferta/mieszkanie-32-75-m-wroclaw-ID44Uyd.html#f6e405ac9d
"27,94 m²","Wrocław, Śródmieście",1 pokój,9 987 zł/m²,https://www.otodom.pl/oferta/mieszkanie-27-94-m-wroclaw-ID44Uyc.html#f6e405ac9d
"76,60 m²","Wrocław, Śródmieście",3 pokoje,8 000 zł/m²,https://www.otodom.pl/oferta/bez-nakladow-idealne-rozklad-ID43Yfb.html#f6e405ac9d
"36,60 m²","Wrocław, Śródmieście, Sępolno",1 pokój,9 699 zł/m²,https://www.otodom.pl/oferta/zielona-wyspa-2-pokoje-ID44nXu.html#f6e405ac9d
"38,50 m²","Wrocław, Stare Miasto",2 pokoje,9 300 zł/m²,https://www.otodom.pl/oferta/nadodrze-2-pokoje-potencjal-ID44pxZ.html#f6e405ac9d
"66,65 m²","Wrocław, Stare Miasto",3 pokoje,11 523 zł/m²,https://www.otodom.pl/oferta/lux-centrum-garaz-komorka-ID44CAt.html#f6e405ac9d
"52,41 m²","Wrocław, Fabryczna, Maślice",2 pokoje,7 995 zł/m²,https://www.otodom.pl/oferta/lux-ogrod-garaz-komorka-ID44Jkv.html#f6e405ac9d
390 m²,"Wrocław, Śródmieście, Zalesie",4 pokoje,działka 1 300 m²,https://www.otodom.pl/oferta/unikalna-oferta-na-zalesiu-ID44OxC.html#f6e405ac9d
"41,95 m²","Wrocław, Fabryczna",2 pokoje,8 677 zł/m²,https://www.otodom.pl/oferta/tanio-2-pokoje-rozklad-ID44Pzh.html#f6e405ac9d
45 m²,"Wrocław, Krzyki, Wojszyce",2 pokoje,8 667 zł/m²,https://www.otodom.pl/oferta/nowe-wykonczone-garaz-zielony-taras-bez-pcc-ID44RrP.html#f6e405ac9d
"42,35 m²","Wrocław, Psie Pole",2 pokoje,6 139 zł/m²,https://www.otodom.pl/oferta/bezposrednio-2-pokoje-42mkw-al-poprzeczna-ID44Uxr.html#f6e405ac9d
"67,34 m²","Wrocław, Śródmieście, Plac Grunwaldzki",3 pokoje,8 093 zł/m²,https://www.otodom.pl/oferta/plac-grunwaldzki-kamienica-balkon-piekne-ID44Uxs.html#f6e405ac9d
46 m²,"Wrocław, Krzyki, Ołtaszyn",3 pokoje,9 543 zł/m²,https://www.otodom.pl/oferta/3pokoje-garaz-dzialka-oltaszyn-gotowe-ID44Uvv.html#f6e405ac9d
87 m²,"Wrocław, Stare Miasto",3 pokoje,12 057 zł/m²,https://www.otodom.pl/oferta/kamienica-mieszkanie-po-remnce-generalnym-ID44Uw5.html#f6e405ac9d
"46,60 m²","Wrocław, Śródmieście",3 pokoje,8 991 zł/m²,https://www.otodom.pl/oferta/boleslawa-prusa-co-miejskie-rozklad-lux-ID44Hph.html#f6e405ac9d
45 m²,"Wrocław, Fabryczna, Grabiszyn",3 pokoje,8 444 zł/m²,https://www.otodom.pl/oferta/3-pokoje-rozklad-balkon-piwnica-grabiszyn-ID44Utv.html#f6e405ac9d
59 m²,"Wrocław, Rynek",2 pokoje,11 949 zł/m²,https://www.otodom.pl/oferta/wroclaw-just-in-center-apartament-ID44et2.html#f6e405ac9d
145 m²,"Wrocław, Krzyki, Ołtaszyn",5 pokoi,działka 250 m²,https://www.otodom.pl/oferta/penthouse-oltaszyn-domy-premium-w-sercu-oltaszyna-ID40dgQ.html#f6e405ac9d
"73,05 m²","Wrocław, Psie Pole",3 pokoje,8 898 zł/m²,https://www.otodom.pl/oferta/mieszkanie-psie-pole-73m2-ogrodek-m-parkingowe-ID44x1q.html#f6e405ac9d
"62,77 m²","Wrocław, Psie Pole, Lipa Piotrowska",3 pokoje,6 000 zł/m²,https://www.otodom.pl/oferta/mieszkanie-a0-2-62-77m2-ogrodek-ID43af2.html#f6e405ac9d
"34,85 m²","Wrocław, Psie Pole, Lipa Piotrowska",2 pokoje,6 600 zł/m²,https://www.otodom.pl/oferta/mieszkanie-a0-1-34-85m2-ogrodek-ID43afA.html#f6e405ac9d
"54,81 m²","Wrocław, Psie Pole, Lipa Piotrowska",3 pokoje,6 300 zł/m²,https://www.otodom.pl/oferta/mieszkanie-a0-3-54-81m2-ogrodek-ID43af0.html#f6e405ac9d
"53,60 m²","Wrocław, Psie Pole, Lipa Piotrowska",3 pokoje,5 900 zł/m²,https://www.otodom.pl/oferta/mieszkanie-a1-1-53-60m2-balkon-ID43ae1.html#f6e405ac9d
"55,78 m²","Wrocław, Psie Pole, Lipa Piotrowska",2 pokoje,6 000 zł/m²,https://www.otodom.pl/oferta/mieszkanie-a0-8-55-78m2-ogrodek-ID43ae9.html#f6e405ac9d
"129,11 m²","Wrocław, Psie Pole, Lipa Piotrowska",5 pokoi,4 800 zł/m²,https://www.otodom.pl/oferta/mieszkanie-a2-2-129-11m2-2-balkony-dwupoziomowe-ID439HO.html#f6e405ac9d
"76,13 m²","Wrocław, Psie Pole, Lipa Piotrowska",3 pokoje,5 600 zł/m²,https://www.otodom.pl/oferta/mieszkanie-a1-2-76-13m2-balkon-ID43adT.html#f6e405ac9d
65 m²,"Wrocław, Krzyki, Klecina",3 pokoje,7 523 zł/m²,https://www.otodom.pl/oferta/3-pokoje-na-klecinie-z-2006-roku-ID44Upi.html#f6e405ac9d
120 m²,"Wrocław, Krzyki, Borek",5 pokoi,6 625 zł/m²,https://www.otodom.pl/oferta/unikat-na-krzykach-nowa-cena-ID44Uph.html#f6e405ac9d
65 m²,"Wrocław, Psie Pole, Lipa Piotrowska",4 pokoje,7 462 zł/m²,https://www.otodom.pl/oferta/idealne-dla-rodziny-2-ogrodki-2018-r-ID44Up8.html#f6e405ac9d
40 m²,"Wrocław, Psie Pole, Kleczków",2 pokoje,10 750 zł/m²,https://www.otodom.pl/oferta/promenady-wrocl-2-pok-taras-40-m2-ID44uy0.html#f6e405ac9d
"66,90 m²","Wrocław, Krzyki, Tarnogaj",3 pokoje,7 997 zł/m²,https://www.otodom.pl/oferta/3-pokoje-bez-pcc-balkon-garaz-krzyki-tarnogaj-ID44Uoi.html#f6e405ac9d
"49,16 m²","Wrocław, Krzyki",2 pokoje,8 900 zł/m²,https://www.otodom.pl/oferta/dozynkowa-nowe-osiedle-garderoba-ID44Uny.html#f6e405ac9d
46 m²,"Wrocław, Krzyki, Ołtaszyn",3 pokoje,9 543 zł/m²,https://www.otodom.pl/oferta/mieszkanie-oltaszyn-3-pokoje-garaz-dzialka-ID44jfn.html#f6e405ac9d
